"forest_type","ecoregion","owner","treatment","period","age_yr","AGB_tonac","AGB_MgHa","Vol_m3Ha","Carbon_MgHa","Carbon_tonac"
"Northern_hardwood","ME_NH","Industrial","harvested",29,145,45.494,102,153,45.9,20.472
"Northern_hardwood","ME_NH","Industrial","harvested",30,150,45.623,102.3,154.9,46,20.53
"Northern_hardwood","ME_NH","Industrial","untreated",1,5,1.086,2.4,13.1,1.1,0.489
"Northern_hardwood","ME_NH","Industrial","untreated",2,10,5.626,12.6,23.3,5.7,2.532
"Northern_hardwood","ME_NH","Industrial","untreated",3,15,12.363,27.7,32.2,12.5,5.563
"Northern_hardwood","ME_NH","Industrial","untreated",4,20,19.461,43.6,40.4,19.6,8.757
"Northern_hardwood","ME_NH","Industrial","untreated",5,25,25.834,57.9,48,26.1,11.625
"Northern_hardwood","ME_NH","Industrial","untreated",6,30,31.075,69.7,55,31.4,13.984
"Northern_hardwood","ME_NH","Industrial","untreated",7,35,35.163,78.8,61.5,35.5,15.823
"Northern_hardwood","ME_NH","Industrial","untreated",8,40,38.245,85.7,67.7,38.6,17.21
"Northern_hardwood","ME_NH","Industrial","untreated",9,45,40.519,90.8,73.5,40.9,18.234
"Northern_hardwood","ME_NH","Industrial","untreated",10,50,42.171,94.5,79,42.5,18.977
"Northern_hardwood","ME_NH","Industrial","untreated",11,55,43.36,97.2,84.1,43.7,19.512
"Northern_hardwood","ME_NH","Industrial","untreated",12,60,44.209,99.1,89,44.6,19.894
"Northern_hardwood","ME_NH","Industrial","untreated",13,65,44.813,100.5,93.6,45.2,20.166
"Northern_hardwood","ME_NH","Industrial","untreated",14,70,45.241,101.4,98,45.6,20.358
"Northern_hardwood","ME_NH","Industrial","untreated",15,75,45.544,102.1,102.1,45.9,20.495
"Northern_hardwood","ME_NH","Industrial","untreated",16,80,45.757,102.6,106.1,46.2,20.591
"Northern_hardwood","ME_NH","Industrial","untreated",17,85,45.908,102.9,109.8,46.3,20.659
"Northern_hardwood","ME_NH","Industrial","untreated",18,90,46.014,103.1,113.3,46.4,20.706
"Northern_hardwood","ME_NH","Industrial","untreated",19,95,46.089,103.3,116.7,46.5,20.74
"Northern_hardwood","ME_NH","Industrial","untreated",20,100,46.141,103.4,119.9,46.5,20.763
"Northern_hardwood","ME_NH","Industrial","untreated",21,105,46.178,103.5,123,46.6,20.78
"Northern_hardwood","ME_NH","Industrial","untreated",22,110,46.204,103.6,125.9,46.6,20.792
"Northern_hardwood","ME_NH","Industrial","untreated",23,115,46.223,103.6,128.6,46.6,20.8
"Northern_hardwood","ME_NH","Industrial","untreated",24,120,46.235,103.6,131.2,46.6,20.806
"Northern_hardwood","ME_NH","Industrial","untreated",25,125,46.245,103.7,133.7,46.7,20.81
"Northern_hardwood","ME_NH","Industrial","untreated",26,130,46.251,103.7,136.1,46.7,20.813
"Northern_hardwood","ME_NH","Industrial","untreated",27,135,46.255,103.7,138.4,46.7,20.815
"Northern_hardwood","ME_NH","Industrial","untreated",28,140,46.259,103.7,140.5,46.7,20.817
"Northern_hardwood","ME_NH","Industrial","untreated",29,145,46.261,103.7,142.6,46.7,20.817
"Northern_hardwood","ME_NH","Industrial","untreated",30,150,46.262,103.7,144.6,46.7,20.818
"Northern_hardwood","ME_NH","NIPF","harvested",1,5,0.436,1,12.9,0.4,0.196
"Northern_hardwood","ME_NH","NIPF","harvested",2,10,4.281,9.6,21.1,4.3,1.926
"Northern_hardwood","ME_NH","NIPF","harvested",3,15,11.22,25.2,28,11.3,5.049
"Northern_hardwood","ME_NH","NIPF","harvested",4,20,18.198,40.8,34.2,18.4,8.189
"Northern_hardwood","ME_NH","NIPF","harvested",5,25,23.606,52.9,39.8,23.8,10.623
"Northern_hardwood","ME_NH","NIPF","harvested",6,30,27.284,61.2,45,27.5,12.278
"Northern_hardwood","ME_NH","NIPF","harvested",7,35,29.615,66.4,49.8,29.9,13.327
"Northern_hardwood","ME_NH","NIPF","harvested",8,40,31.037,69.6,54.4,31.3,13.967
"Northern_hardwood","ME_NH","NIPF","harvested",9,45,31.886,71.5,58.7,32.2,14.349
"Northern_hardwood","ME_NH","NIPF","harvested",10,50,32.386,72.6,62.8,32.7,14.574
"Northern_hardwood","ME_NH","NIPF","harvested",11,55,32.679,73.3,66.7,33,14.706
"Northern_hardwood","ME_NH","NIPF","harvested",12,60,32.849,73.6,70.4,33.1,14.782
"Northern_hardwood","ME_NH","NIPF","harvested",13,65,32.948,73.9,74,33.3,14.827
"Northern_hardwood","ME_NH","NIPF","harvested",14,70,33.006,74,77.4,33.3,14.853
"Northern_hardwood","ME_NH","NIPF","harvested",15,75,33.039,74.1,80.7,33.3,14.868
"Northern_hardwood","ME_NH","NIPF","harvested",16,80,33.058,74.1,83.8,33.3,14.876
"Northern_hardwood","ME_NH","NIPF","harvested",17,85,33.07,74.1,86.8,33.3,14.882
"Northern_hardwood","ME_NH","NIPF","harvested",18,90,33.076,74.1,89.7,33.3,14.884
"Northern_hardwood","ME_NH","NIPF","harvested",19,95,33.08,74.2,92.5,33.4,14.886
"Northern_hardwood","ME_NH","NIPF","harvested",20,100,33.082,74.2,95.2,33.4,14.887
"Northern_hardwood","ME_NH","NIPF","harvested",21,105,33.083,74.2,97.8,33.4,14.887
"Northern_hardwood","ME_NH","NIPF","harvested",22,110,33.084,74.2,100.3,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","harvested",23,115,33.084,74.2,102.7,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","harvested",24,120,33.085,74.2,105.1,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","harvested",25,125,33.085,74.2,107.4,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","harvested",26,130,33.085,74.2,109.6,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","harvested",27,135,33.085,74.2,111.7,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","harvested",28,140,33.085,74.2,113.7,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","harvested",29,145,33.085,74.2,115.7,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","harvested",30,150,33.085,74.2,117.7,33.4,14.888
"Northern_hardwood","ME_NH","NIPF","untreated",1,5,7.431,16.7,8.6,7.5,3.344
"Northern_hardwood","ME_NH","NIPF","untreated",2,10,12.334,27.6,16.9,12.4,5.55
"Northern_hardwood","ME_NH","NIPF","untreated",3,15,16.392,36.7,24.7,16.5,7.376
"Northern_hardwood","ME_NH","NIPF","untreated",4,20,19.895,44.6,32.2,20.1,8.953
"Northern_hardwood","ME_NH","NIPF","untreated",5,25,22.979,51.5,39.3,23.2,10.341
"Northern_hardwood","ME_NH","NIPF","untreated",6,30,25.726,57.7,46.1,26,11.577
"Northern_hardwood","ME_NH","NIPF","untreated",7,35,28.191,63.2,52.6,28.4,12.686
"Northern_hardwood","ME_NH","NIPF","untreated",8,40,30.415,68.2,58.8,30.7,13.687
"Northern_hardwood","ME_NH","NIPF","untreated",9,45,32.43,72.7,64.6,32.7,14.594
"Northern_hardwood","ME_NH","NIPF","untreated",10,50,34.261,76.8,70.2,34.6,15.417
"Northern_hardwood","ME_NH","NIPF","untreated",11,55,35.928,80.5,75.5,36.2,16.168
"Northern_hardwood","ME_NH","NIPF","untreated",12,60,37.45,84,80.6,37.8,16.853
"Northern_hardwood","ME_NH","NIPF","untreated",13,65,38.84,87.1,85.4,39.2,17.478
"Northern_hardwood","ME_NH","NIPF","untreated",14,70,40.113,89.9,90,40.5,18.051
"Northern_hardwood","ME_NH","NIPF","untreated",15,75,41.28,92.5,94.4,41.6,18.576
"Northern_hardwood","ME_NH","NIPF","untreated",16,80,42.349,94.9,98.5,42.7,19.057
"Northern_hardwood","ME_NH","NIPF","untreated",17,85,43.332,97.1,102.5,43.7,19.499
"Northern_hardwood","ME_NH","NIPF","untreated",18,90,44.234,99.2,106.2,44.6,19.905
"Northern_hardwood","ME_NH","NIPF","untreated",19,95,45.063,101,109.8,45.5,20.278
"Northern_hardwood","ME_NH","NIPF","untreated",20,100,45.826,102.7,113.2,46.2,20.622
"Northern_hardwood","ME_NH","NIPF","untreated",21,105,46.528,104.3,116.5,46.9,20.938
"Northern_hardwood","ME_NH","NIPF","untreated",22,110,47.174,105.7,119.6,47.6,21.228
"Northern_hardwood","ME_NH","NIPF","untreated",23,115,47.769,107.1,122.5,48.2,21.496
"Northern_hardwood","ME_NH","NIPF","untreated",24,120,48.317,108.3,125.3,48.7,21.743
"Northern_hardwood","ME_NH","NIPF","untreated",25,125,48.823,109.4,128,49.2,21.97
"Northern_hardwood","ME_NH","NIPF","untreated",26,130,49.288,110.5,130.5,49.7,22.18
"Northern_hardwood","ME_NH","NIPF","untreated",27,135,49.718,111.5,132.9,50.2,22.373
"Northern_hardwood","ME_NH","NIPF","untreated",28,140,50.114,112.3,135.2,50.5,22.551
"Northern_hardwood","ME_NH","NIPF","untreated",29,145,50.479,113.2,137.4,50.9,22.716
"Northern_hardwood","ME_NH","NIPF","untreated",30,150,50.816,113.9,139.5,51.3,22.867
"Northern_hardwood","ME_NH","State","untreated",1,5,6.315,14.2,3.7,6.4,2.842
"Northern_hardwood","ME_NH","State","untreated",2,10,10.843,24.3,9.1,10.9,4.879
"Northern_hardwood","ME_NH","State","untreated",3,15,14.815,33.2,15.4,14.9,6.667
"Northern_hardwood","ME_NH","State","untreated",4,20,18.435,41.3,22.2,18.6,8.296
"Northern_hardwood","ME_NH","State","untreated",5,25,21.795,48.9,29.4,22,9.808
"Northern_hardwood","ME_NH","State","untreated",6,30,24.947,55.9,36.9,25.2,11.226
"Northern_hardwood","ME_NH","State","untreated",7,35,27.924,62.6,44.5,28.2,12.566
"Northern_hardwood","ME_NH","State","untreated",8,40,30.75,68.9,52.4,31,13.838
"Northern_hardwood","ME_NH","State","untreated",9,45,33.443,75,60.3,33.8,15.049
"Northern_hardwood","ME_NH","State","untreated",10,50,36.016,80.7,68.3,36.3,16.207
"Northern_hardwood","ME_NH","State","untreated",11,55,38.481,86.3,76.3,38.8,17.316
"Northern_hardwood","ME_NH","State","untreated",12,60,40.846,91.6,84.4,41.2,18.381
"Northern_hardwood","ME_NH","State","untreated",13,65,43.118,96.7,92.4,43.5,19.403
"Northern_hardwood","ME_NH","State","untreated",14,70,45.305,101.6,100.4,45.7,20.387
"Northern_hardwood","ME_NH","State","untreated",15,75,47.412,106.3,108.4,47.8,21.335
"Northern_hardwood","ME_NH","State","untreated",16,80,49.443,110.8,116.3,49.9,22.249
"Northern_hardwood","ME_NH","State","untreated",17,85,51.404,115.2,124.2,51.8,23.132
"Northern_hardwood","ME_NH","State","untreated",18,90,53.298,119.5,132,53.8,23.984
"Northern_hardwood","ME_NH","State","untreated",19,95,55.128,123.6,139.7,55.6,24.808
"Northern_hardwood","ME_NH","State","untreated",20,100,56.899,127.6,147.3,57.4,25.605
"Northern_hardwood","ME_NH","State","untreated",21,105,58.611,131.4,154.8,59.1,26.375
"Northern_hardwood","ME_NH","State","untreated",22,110,60.269,135.1,162.2,60.8,27.121
"Northern_hardwood","ME_NH","State","untreated",23,115,61.875,138.7,169.6,62.4,27.844
"Northern_hardwood","ME_NH","State","untreated",24,120,63.431,142.2,176.8,64,28.544
"Northern_hardwood","ME_NH","State","untreated",25,125,64.939,145.6,183.9,65.5,29.223
"Northern_hardwood","ME_NH","State","untreated",26,130,66.401,148.9,190.9,67,29.88
"Northern_hardwood","ME_NH","State","untreated",27,135,67.819,152,197.8,68.4,30.519
"Northern_hardwood","ME_NH","State","untreated",28,140,69.194,155.1,204.6,69.8,31.137
"Northern_hardwood","ME_NH","State","untreated",29,145,70.529,158.1,211.3,71.1,31.738
"Northern_hardwood","ME_NH","State","untreated",30,150,71.825,161,217.8,72.4,32.321
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",1,5,0.908,2,0.1,0.9,0.409
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",2,10,4.472,10,1.7,4.5,2.012
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",3,15,9.998,22.4,7.3,10.1,4.499
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",4,20,16.329,36.6,17.5,16.5,7.348
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",5,25,22.607,50.7,31.1,22.8,10.173
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",6,30,28.343,63.5,46.5,28.6,12.754
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",7,35,33.32,74.7,62,33.6,14.994
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",8,40,37.493,84,76.4,37.8,16.872
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",9,45,40.91,91.7,89.2,41.3,18.409
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",10,50,43.66,97.9,100.1,44.1,19.647
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",11,55,45.848,102.8,109.1,46.3,20.632
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",12,60,47.571,106.6,116.5,48,21.407
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",13,65,48.921,109.7,122.3,49.4,22.014
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",14,70,49.972,112,127,50.4,22.487
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",15,75,50.787,113.8,130.7,51.2,22.854
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",16,80,51.418,115.3,133.5,51.9,23.138
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",17,85,51.905,116.4,135.8,52.4,23.357
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",18,90,52.281,117.2,137.5,52.7,23.526
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",19,95,52.57,117.8,138.8,53,23.657
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",20,100,52.792,118.3,139.9,53.2,23.756
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",21,105,52.963,118.7,140.6,53.4,23.833
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",22,110,53.094,119,141.2,53.6,23.892
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",23,115,53.195,119.2,141.7,53.6,23.938
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",24,120,53.272,119.4,142.1,53.7,23.972
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",25,125,53.332,119.6,142.3,53.8,23.999
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",26,130,53.377,119.7,142.6,53.9,24.02
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",27,135,53.412,119.7,142.7,53.9,24.035
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",28,140,53.439,119.8,142.8,53.9,24.048
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",29,145,53.459,119.8,142.9,53.9,24.057
"Oak_Pine_Hemlock","ME_APH","NIPF","harvested",30,150,53.475,119.9,143,54,24.064
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",1,5,1.699,3.8,0.2,1.7,0.765
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",2,10,5.575,12.5,2.2,5.6,2.509
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",3,15,10.657,23.9,7.4,10.8,4.796
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",4,20,16.356,36.7,16.2,16.5,7.36
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",5,25,22.284,50,28,22.5,10.028
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",6,30,28.185,63.2,42.1,28.4,12.683
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",7,35,33.891,76,57.5,34.2,15.251
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",8,40,39.3,88.1,73.4,39.6,17.685
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",9,45,44.352,99.4,89.2,44.7,19.958
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",10,50,49.017,109.9,104.3,49.5,22.058
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",11,55,53.288,119.5,118.4,53.8,23.98
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",12,60,57.171,128.2,131.4,57.7,25.727
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",13,65,60.681,136,143.1,61.2,27.306
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",14,70,63.84,143.1,153.6,64.4,28.728
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",15,75,66.672,149.5,162.9,67.3,30.002
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",16,80,69.204,155.1,171.1,69.8,31.142
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",17,85,71.459,160.2,178.2,72.1,32.157
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",18,90,73.466,164.7,184.4,74.1,33.06
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",19,95,75.246,168.7,189.7,75.9,33.861
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",20,100,76.824,172.2,194.3,77.5,34.571
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",21,105,78.221,175.3,198.2,78.9,35.199
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",22,110,79.455,178.1,201.6,80.1,35.755
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",23,115,80.545,180.6,204.5,81.3,36.245
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",24,120,81.507,182.7,207,82.2,36.678
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",25,125,82.354,184.6,209,83.1,37.059
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",26,130,83.101,186.3,210.8,83.8,37.395
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",27,135,83.758,187.8,212.3,84.5,37.691
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",28,140,84.336,189.1,213.6,85.1,37.951
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",29,145,84.845,190.2,214.7,85.6,38.18
"Oak_Pine_Hemlock","ME_APH","NIPF","untreated",30,150,85.292,191.2,215.6,86,38.381
"Sprucefir","ME_APH","Industrial","harvested",1,5,0.117,0.3,0.1,0.1,0.053
"Sprucefir","ME_APH","Industrial","harvested",2,10,1.566,3.5,2.1,1.6,0.705
"Sprucefir","ME_APH","Industrial","harvested",3,15,5.29,11.9,8.1,5.4,2.381
"Sprucefir","ME_APH","Industrial","harvested",4,20,10.506,23.6,18,10.6,4.728
"Sprucefir","ME_APH","Industrial","harvested",5,25,15.964,35.8,30.1,16.1,7.184
"Sprucefir","ME_APH","Industrial","harvested",6,30,20.829,46.7,42.6,21,9.373
"Sprucefir","ME_APH","Industrial","harvested",7,35,24.769,55.5,54,25,11.146
"Sprucefir","ME_APH","Industrial","harvested",8,40,27.777,62.3,63.9,28,12.5
"Sprucefir","ME_APH","Industrial","harvested",9,45,29.986,67.2,72,30.2,13.494
"Sprucefir","ME_APH","Industrial","harvested",10,50,31.568,70.8,78.4,31.9,14.206
"Sprucefir","ME_APH","Industrial","harvested",11,55,32.683,73.3,83.4,33,14.707
"Sprucefir","ME_APH","Industrial","harvested",12,60,33.459,75,87.2,33.8,15.057
"Sprucefir","ME_APH","Industrial","harvested",13,65,33.996,76.2,90.1,34.3,15.298
"Sprucefir","ME_APH","Industrial","harvested",14,70,34.366,77,92.3,34.6,15.465
"Sprucefir","ME_APH","Industrial","harvested",15,75,34.619,77.6,93.9,34.9,15.579
"Sprucefir","ME_APH","Industrial","harvested",16,80,34.792,78,95.1,35.1,15.656
"Sprucefir","ME_APH","Industrial","harvested",17,85,34.911,78.3,96,35.2,15.71
"Sprucefir","ME_APH","Industrial","harvested",18,90,34.991,78.4,96.6,35.3,15.746
"Sprucefir","ME_APH","Industrial","harvested",19,95,35.046,78.6,97.1,35.4,15.771
"Sprucefir","ME_APH","Industrial","harvested",20,100,35.084,78.6,97.5,35.4,15.788
"Sprucefir","ME_APH","Industrial","harvested",21,105,35.11,78.7,97.7,35.4,15.8
"Sprucefir","ME_APH","Industrial","harvested",22,110,35.127,78.7,97.9,35.4,15.807
"Sprucefir","ME_APH","Industrial","harvested",23,115,35.139,78.8,98.1,35.5,15.813
"Sprucefir","ME_APH","Industrial","harvested",24,120,35.147,78.8,98.2,35.5,15.816
"Sprucefir","ME_APH","Industrial","harvested",25,125,35.152,78.8,98.2,35.5,15.818
"Sprucefir","ME_APH","Industrial","harvested",26,130,35.156,78.8,98.3,35.5,15.82
"Sprucefir","ME_APH","Industrial","harvested",27,135,35.159,78.8,98.3,35.5,15.822
"Sprucefir","ME_APH","Industrial","harvested",28,140,35.16,78.8,98.4,35.5,15.822
"Sprucefir","ME_APH","Industrial","harvested",29,145,35.161,78.8,98.4,35.5,15.822
"Sprucefir","ME_APH","Industrial","harvested",30,150,35.162,78.8,98.4,35.5,15.823
"Sprucefir","ME_APH","Industrial","untreated",1,5,0.393,0.9,0.2,0.4,0.177
"Sprucefir","ME_APH","Industrial","untreated",2,10,4.076,9.1,2.5,4.1,1.834
"Sprucefir","ME_APH","Industrial","untreated",3,15,11.141,25,9.6,11.2,5.013
"Sprucefir","ME_APH","Industrial","untreated",4,20,18.658,41.8,21.1,18.8,8.396
"Sprucefir","ME_APH","Industrial","untreated",5,25,24.786,55.6,34.9,25,11.154
"Sprucefir","ME_APH","Industrial","untreated",6,30,29.144,65.3,48.9,29.4,13.115
"Sprucefir","ME_APH","Industrial","untreated",7,35,32.021,71.8,61.7,32.3,14.409
"Sprucefir","ME_APH","Industrial","untreated",8,40,33.842,75.9,72.5,34.2,15.229
"Sprucefir","ME_APH","Industrial","untreated",9,45,34.967,78.4,81.3,35.3,15.735
"Sprucefir","ME_APH","Industrial","untreated",10,50,35.652,79.9,88.3,36,16.043
"Sprucefir","ME_APH","Industrial","untreated",11,55,36.065,80.8,93.6,36.4,16.229
"Sprucefir","ME_APH","Industrial","untreated",12,60,36.314,81.4,97.7,36.6,16.341
"Sprucefir","ME_APH","Industrial","untreated",13,65,36.462,81.7,100.7,36.8,16.408
"Sprucefir","ME_APH","Industrial","untreated",14,70,36.551,81.9,102.9,36.9,16.448
"Sprucefir","ME_APH","Industrial","untreated",15,75,36.604,82.1,104.6,36.9,16.472
"Sprucefir","ME_APH","Industrial","untreated",16,80,36.636,82.1,105.8,36.9,16.486
"Sprucefir","ME_APH","Industrial","untreated",17,85,36.655,82.2,106.7,37,16.495
"Sprucefir","ME_APH","Industrial","untreated",18,90,36.666,82.2,107.4,37,16.5
"Sprucefir","ME_APH","Industrial","untreated",19,95,36.673,82.2,107.9,37,16.503
"Sprucefir","ME_APH","Industrial","untreated",20,100,36.677,82.2,108.2,37,16.505
"Sprucefir","ME_APH","Industrial","untreated",21,105,36.679,82.2,108.5,37,16.506
"Sprucefir","ME_APH","Industrial","untreated",22,110,36.681,82.2,108.6,37,16.506
"Sprucefir","ME_APH","Industrial","untreated",23,115,36.682,82.2,108.8,37,16.507
"Sprucefir","ME_APH","Industrial","untreated",24,120,36.682,82.2,108.9,37,16.507
"Sprucefir","ME_APH","Industrial","untreated",25,125,36.683,82.2,109,37,16.507
"Sprucefir","ME_APH","Industrial","untreated",26,130,36.683,82.2,109,37,16.507
"Sprucefir","ME_APH","Industrial","untreated",27,135,36.683,82.2,109,37,16.507
"Sprucefir","ME_APH","Industrial","untreated",28,140,36.683,82.2,109.1,37,16.507
"Sprucefir","ME_APH","Industrial","untreated",29,145,36.683,82.2,109.1,37,16.507
"Sprucefir","ME_APH","Industrial","untreated",30,150,36.683,82.2,109.1,37,16.507
"Sprucefir","ME_APH","NIPF","harvested",1,5,0.277,0.6,0,0.3,0.125
"Sprucefir","ME_APH","NIPF","harvested",2,10,0.706,1.6,0.1,0.7,0.318
"Sprucefir","ME_APH","NIPF","harvested",3,15,1.211,2.7,0.3,1.2,0.545
"Sprucefir","ME_APH","NIPF","harvested",4,20,1.769,4,0.9,1.8,0.796
"Sprucefir","ME_APH","NIPF","harvested",5,25,2.363,5.3,1.7,2.4,1.063
"Sprucefir","ME_APH","NIPF","harvested",6,30,2.985,6.7,3,3,1.343
"Sprucefir","ME_APH","NIPF","harvested",7,35,3.628,8.1,4.6,3.6,1.633
"Sprucefir","ME_APH","NIPF","harvested",8,40,4.287,9.6,6.7,4.3,1.929
"Sprucefir","ME_APH","NIPF","harvested",9,45,4.957,11.1,9.2,5,2.231
"Sprucefir","ME_APH","NIPF","harvested",10,50,5.636,12.6,12.1,5.7,2.536
"Sprucefir","ME_APH","NIPF","harvested",11,55,6.319,14.2,15.3,6.4,2.844
"Sprucefir","ME_APH","NIPF","harvested",12,60,7.006,15.7,18.9,7.1,3.153
"Sprucefir","ME_APH","NIPF","harvested",13,65,7.695,17.2,22.8,7.7,3.463
"Sprucefir","ME_APH","NIPF","harvested",14,70,8.382,18.8,27,8.5,3.772
"Sprucefir","ME_APH","NIPF","harvested",15,75,9.068,20.3,31.4,9.1,4.081
"Sprucefir","ME_APH","NIPF","harvested",16,80,9.751,21.9,36,9.9,4.388
"Sprucefir","ME_APH","NIPF","harvested",17,85,10.43,23.4,40.7,10.5,4.694
"Sprucefir","ME_APH","NIPF","harvested",18,90,11.104,24.9,45.5,11.2,4.997
"Sprucefir","ME_APH","NIPF","harvested",19,95,11.772,26.4,50.4,11.9,5.297
"Sprucefir","ME_APH","NIPF","harvested",20,100,12.434,27.9,55.4,12.6,5.595
"Sprucefir","ME_APH","NIPF","harvested",21,105,13.089,29.3,60.3,13.2,5.89
"Sprucefir","ME_APH","NIPF","harvested",22,110,13.736,30.8,65.3,13.9,6.181
"Sprucefir","ME_APH","NIPF","harvested",23,115,14.376,32.2,70.2,14.5,6.469
"Sprucefir","ME_APH","NIPF","harvested",24,120,15.007,33.6,75,15.1,6.753
"Sprucefir","ME_APH","NIPF","harvested",25,125,15.63,35,79.8,15.8,7.034
"Sprucefir","ME_APH","NIPF","harvested",26,130,16.243,36.4,84.5,16.4,7.309
"Sprucefir","ME_APH","NIPF","harvested",27,135,16.848,37.8,89.1,17,7.582
"Sprucefir","ME_APH","NIPF","harvested",28,140,17.444,39.1,93.5,17.6,7.85
"Sprucefir","ME_APH","NIPF","harvested",29,145,18.03,40.4,97.9,18.2,8.114
"Sprucefir","ME_APH","NIPF","harvested",30,150,18.607,41.7,102.1,18.8,8.373
"Sprucefir","ME_APH","NIPF","untreated",1,5,5.594,12.5,14.6,5.6,2.517
"Sprucefir","ME_APH","NIPF","untreated",2,10,10.417,23.4,25.6,10.5,4.688
"Sprucefir","ME_APH","NIPF","untreated",3,15,14.628,32.8,35.3,14.8,6.583
"Sprucefir","ME_APH","NIPF","untreated",4,20,18.313,41.1,44,18.5,8.241
"Sprucefir","ME_APH","NIPF","untreated",5,25,21.543,48.3,52,21.7,9.694
"Sprucefir","ME_APH","NIPF","untreated",6,30,24.376,54.6,59.4,24.6,10.969
"Sprucefir","ME_APH","NIPF","untreated",7,35,26.862,60.2,66.3,27.1,12.088
"Sprucefir","ME_APH","NIPF","untreated",8,40,29.043,65.1,72.7,29.3,13.069
"Sprucefir","ME_APH","NIPF","untreated",9,45,30.958,69.4,78.7,31.2,13.931
"Sprucefir","ME_APH","NIPF","untreated",10,50,32.639,73.2,84.3,32.9,14.688
"Sprucefir","ME_APH","NIPF","untreated",11,55,34.116,76.5,89.7,34.4,15.352
"Sprucefir","ME_APH","NIPF","untreated",12,60,35.412,79.4,94.7,35.7,15.935
"Sprucefir","ME_APH","NIPF","untreated",13,65,36.551,81.9,99.4,36.9,16.448
"Sprucefir","ME_APH","NIPF","untreated",14,70,37.552,84.2,103.8,37.9,16.898
"Sprucefir","ME_APH","NIPF","untreated",15,75,38.431,86.2,108,38.8,17.294
